Site_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Site_10,Site_11,Site_12,Site_13,Site_14,Site_15,Site_16,Site_17,Site_18,Site_19,Site_20,Site_21,Site_22,Site_23,Site_24,Site_25,Site_26,Site_27,Site_28,Site_29,Site_30,Site_31,Site_32,Site_33,Site_34,Site_35,Site_36,Site_37,Site_38,Site_39,Site_40,Site_41,Site_42,Site_43,Site_44,Site_45,Site_46,Site_47,Site_48,Site_49,Site_50,Site_51,Site_52,Site_53,Site_54,Site_55,Site_56,Site_57,Site_58,Site_59,Site_60,Site_61,Site_62,Site_63,Site_64,Site_65,Site_66,Site_67,Site_68,Site_69,Site_70,Site_71,Site_72,Site_73,Site_74,Site_75,Site_76,Site_77,Site_78,Site_79,Site_80,Site_81,Site_82,Site_83,Site_84,Site_85,Site_86,Site_87,Site_88,Site_89,Site_90,Site_91,Site_92,Site_93,Site_94,Site_95,Site_96,Site_97,Site_98,Site_99,Site_100
152.5718,26.45345,46.218,69.64255,71.80146,62.53473,74.89146,79.00037,82.38927,96.336,102.0349,92.34709,98.25491,85.77818,77.26036,92.34709,77.02036,64.72364,80.11036,91.50709,95.556,103.5038,113.0116,111.8116,125.6984,113.0116,141.204,104.8238,137.0362,136.8562,149.9329,182.4742,125.0995,157.6407,162.3796,182.2642,40.55018,21.38455,21.38455,17.39564,62.80473,73.63145,34.13128,26.57346,26.54346,30.59236,80.65036,94.56709,102.5149,116.7005,117.2405,89.67818,160.1918,151.1329,138.3262,115.6516,107.7638,136.0162,141.2951,123.4195,114.5116,93.246,74.89146,30.95127,34.22128,45.948,37.37018,8.277819,93.246,173.1485,103.1449,98.166,80.11036,91.68709,114.5116,115.6216,117.7516,74.89146,151.1329,42.67909,34.91127,204.1587,142.3751,157.8507,64.06364,74.47146,132.7762,80.08036,233.0433,141.7462,108.2138,121.8605,134.1562,111.9916,141.7751,104.8238,91.50709,103.5038,113.0116,169.8185
152.5718,26.45345,46.218,69.64255,71.80146,62.53473,74.89146,79.00037,82.38927,96.336,102.0349,92.34709,98.25491,85.77818,77.26036,92.34709,77.02036,64.72364,80.11036,91.50709,95.556,103.5038,113.0116,111.8116,125.6984,113.0116,141.204,104.8238,137.0362,136.8562,149.9329,182.4742,125.0995,157.6407,162.3796,182.2642,40.55018,21.38455,21.38455,17.39564,62.80473,73.63145,34.13128,26.57346,26.54346,30.59236,80.65036,94.56709,102.5149,116.7005,117.2405,89.67818,160.1918,151.1329,138.3262,115.6516,107.7638,136.0162,141.2951,123.4195,114.5116,93.246,74.89146,30.95127,34.22128,45.948,37.37018,8.277819,93.246,173.1485,103.1449,98.166,80.11036,91.68709,114.5116,115.6216,117.7516,74.89146,151.1329,42.67909,34.91127,204.1587,142.3751,157.8507,64.06364,74.47146,132.7762,80.08036,233.0433,141.7462,108.2138,121.8605,134.1562,111.9916,141.7751,104.8238,91.50709,103.5038,113.0116,169.8185
83.01261,71.57922,67.97922,44.24244,49.48357,53.2547,44.57244,48.55357,35.74017,23.10678,38.32018,7.332261,7.932261,20.02565,31.09904,7.332261,24.21678,34.90905,12.81339,24.96678,15.59452,23.28678,32.62904,36.64017,44.93244,32.62904,51.99469,16.76452,46.66357,46.48357,59.17696,93.89713,46.76244,74.35148,82.89261,90.876,126.2528,107.5983,107.5983,92.20487,95.076,105.1294,79.78148,79.75148,79.78148,68.52809,101.0883,74.03035,106.8094,139.1384,131.9262,95.256,85.43374,72.02922,59.60583,47.24244,29.93791,66.96809,74.93035,54.7547,50.41357,52.0547,44.57244,116.7817,120.0517,131.3951,76.57148,86.22261,52.0547,88.75488,25.50678,10.26339,12.81339,28.49791,50.41357,50.02357,101.7183,44.57244,72.02922,74.00035,63.19696,123.3939,63.52696,78.49148,125.3139,39.54131,51.7547,40.5913,140.8696,68.60922,93.696,96.47713,156.083,23.67678,51.2747,16.76452,24.96678,23.28678,32.62904,104.0494
83.01261,71.57922,67.97922,44.24244,49.48357,53.2547,44.57244,48.55357,35.74017,23.10678,38.32018,7.332261,7.932261,20.02565,31.09904,7.332261,24.21678,34.90905,12.81339,24.96678,15.59452,23.28678,32.62904,36.64017,44.93244,32.62904,51.99469,16.76452,46.66357,46.48357,59.17696,93.89713,46.76244,74.35148,82.89261,90.876,126.2528,107.5983,107.5983,92.20487,95.076,105.1294,79.78148,79.75148,79.78148,68.52809,101.0883,74.03035,106.8094,139.1384,131.9262,95.256,85.43374,72.02922,59.60583,47.24244,29.93791,66.96809,74.93035,54.7547,50.41357,52.0547,44.57244,116.7817,120.0517,131.3951,76.57148,86.22261,52.0547,88.75488,25.50678,10.26339,12.81339,28.49791,50.41357,50.02357,101.7183,44.57244,72.02922,74.00035,63.19696,123.3939,63.52696,78.49148,125.3139,39.54131,51.7547,40.5913,140.8696,68.60922,93.696,96.47713,156.083,23.67678,51.2747,16.76452,24.96678,23.28678,32.62904,104.0494
83.01261,71.57922,67.97922,44.24244,49.48357,53.2547,44.57244,48.55357,35.74017,23.10678,38.32018,7.332261,7.932261,20.02565,31.09904,7.332261,24.21678,34.90905,12.81339,24.96678,15.59452,23.28678,32.62904,36.64017,44.93244,32.62904,51.99469,16.76452,46.66357,46.48357,59.17696,93.89713,46.76244,74.35148,82.89261,90.876,126.2528,107.5983,107.5983,92.20487,95.076,105.1294,79.78148,79.75148,79.78148,68.52809,101.0883,74.03035,106.8094,139.1384,131.9262,95.256,85.43374,72.02922,59.60583,47.24244,29.93791,66.96809,74.93035,54.7547,50.41357,52.0547,44.57244,116.7817,120.0517,131.3951,76.57148,86.22261,52.0547,88.75488,25.50678,10.26339,12.81339,28.49791,50.41357,50.02357,101.7183,44.57244,72.02922,74.00035,63.19696,123.3939,63.52696,78.49148,125.3139,39.54131,51.7547,40.5913,140.8696,68.60922,93.696,96.47713,156.083,23.67678,51.2747,16.76452,24.96678,23.28678,32.62904,104.0494
83.01261,71.57922,67.97922,44.24244,49.48357,53.2547,44.57244,48.55357,35.74017,23.10678,38.32018,7.332261,7.932261,20.02565,31.09904,7.332261,24.21678,34.90905,12.81339,24.96678,15.59452,23.28678,32.62904,36.64017,44.93244,32.62904,51.99469,16.76452,46.66357,46.48357,59.17696,93.89713,46.76244,74.35148,82.89261,90.876,126.2528,107.5983,107.5983,92.20487,95.076,105.1294,79.78148,79.75148,79.78148,68.52809,101.0883,74.03035,106.8094,139.1384,131.9262,95.256,85.43374,72.02922,59.60583,47.24244,29.93791,66.96809,74.93035,54.7547,50.41357,52.0547,44.57244,116.7817,120.0517,131.3951,76.57148,86.22261,52.0547,88.75488,25.50678,10.26339,12.81339,28.49791,50.41357,50.02357,101.7183,44.57244,72.02922,74.00035,63.19696,123.3939,63.52696,78.49148,125.3139,39.54131,51.7547,40.5913,140.8696,68.60922,93.696,96.47713,156.083,23.67678,51.2747,16.76452,24.96678,23.28678,32.62904,104.0494
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
62.96785,69.2344,53.94476,33.95547,50.26166,41.71857,34.28547,37.64202,26.70238,15.94274,25.14583,13.51619,7.043094,16.18274,23.19583,13.51619,28.74238,33.47547,19.21274,29.49238,21.36928,27.81238,31.43892,34.82547,41.86856,31.43892,47.68166,18.07273,39.56202,39.38202,52.38821,75.01404,32.33892,58.5913,62.84785,72.61749,116.413,102.4433,102.4433,86.73713,88.98368,99.34987,76.18748,76.15749,76.18748,66.80785,93.74677,71.06094,98.84332,128.3622,120.2126,89.16368,73.93748,53.8582,43.30857,32.81892,18.01274,49.42166,56.13475,39.08202,35.36547,40.51857,34.28547,111.3695,112.453,124.1091,61.28785,84.19058,40.51857,78.82058,14.20619,7.253094,19.21274,32.39892,35.36547,32.78893,94.37677,34.28547,53.8582,71.03094,64.28785,97.10332,46.60511,59.0713,114.8495,29.87892,47.44166,33.35892,122.8157,61.79785,87.60368,89.76022,142.8084,23.73583,45.73511,18.07273,29.49238,27.81238,31.43892,89.43022
192.3576,56.6964,78.95039,103.8444,106.2972,96.1488,109.3872,113.79,117.4728,132.3012,135.0612,123.7656,130.2612,116.9028,107.7972,123.7656,110.79,94.3788,113.88,122.9256,127.2684,135.804,149.1324,144.6996,171.8436,149.1324,176.1492,137.124,175.6464,172.2336,189.4248,224.3172,162.828,197.7204,202.7532,220.8744,22.614,8.4756,8.4756,31.0296,74.3448,86.0532,44.328,39.7152,39.6852,53.1036,93.366,111.3972,116.7,132.0612,132.6012,102.9816,177.9036,190.6248,176.9364,152.7924,144.3168,174.6264,180.1992,161.148,151.6524,129.2112,109.3872,30.6396,26.4168,39.0252,66.282,38.3652,129.2112,191.742,139.404,133.1112,113.88,123.1056,151.6524,152.7624,132.8184,109.3872,190.6248,70.8648,62.5092,247.4712,181.2792,197.9304,53.4936,108.9672,180.9264,114.87,255.7512,158.2824,122.6928,137.2212,150.6924,144.8796,180.6792,137.124,122.9256,135.804,149.1324,188.412
192.3576,56.6964,78.95039,103.8444,106.2972,96.1488,109.3872,113.79,117.4728,132.3012,135.0612,123.7656,130.2612,116.9028,107.7972,123.7656,110.79,94.3788,113.88,122.9256,127.2684,135.804,149.1324,144.6996,171.8436,149.1324,176.1492,137.124,175.6464,172.2336,189.4248,224.3172,162.828,197.7204,202.7532,220.8744,22.614,8.4756,8.4756,31.0296,74.3448,86.0532,44.328,39.7152,39.6852,53.1036,93.366,111.3972,116.7,132.0612,132.6012,102.9816,177.9036,190.6248,176.9364,152.7924,144.3168,174.6264,180.1992,161.148,151.6524,129.2112,109.3872,30.6396,26.4168,39.0252,66.282,38.3652,129.2112,191.742,139.404,133.1112,113.88,123.1056,151.6524,152.7624,132.8184,109.3872,190.6248,70.8648,62.5092,247.4712,181.2792,197.9304,53.4936,108.9672,180.9264,114.87,255.7512,158.2824,122.6928,137.2212,150.6924,144.8796,180.6792,137.124,122.9256,135.804,149.1324,188.412
192.3576,56.6964,78.95039,103.8444,106.2972,96.1488,109.3872,113.79,117.4728,132.3012,135.0612,123.7656,130.2612,116.9028,107.7972,123.7656,110.79,94.3788,113.88,122.9256,127.2684,135.804,149.1324,144.6996,171.8436,149.1324,176.1492,137.124,175.6464,172.2336,189.4248,224.3172,162.828,197.7204,202.7532,220.8744,22.614,8.4756,8.4756,31.0296,74.3448,86.0532,44.328,39.7152,39.6852,53.1036,93.366,111.3972,116.7,132.0612,132.6012,102.9816,177.9036,190.6248,176.9364,152.7924,144.3168,174.6264,180.1992,161.148,151.6524,129.2112,109.3872,30.6396,26.4168,39.0252,66.282,38.3652,129.2112,191.742,139.404,133.1112,113.88,123.1056,151.6524,152.7624,132.8184,109.3872,190.6248,70.8648,62.5092,247.4712,181.2792,197.9304,53.4936,108.9672,180.9264,114.87,255.7512,158.2824,122.6928,137.2212,150.6924,144.8796,180.6792,137.124,122.9256,135.804,149.1324,188.412
192.3576,56.6964,78.95039,103.8444,106.2972,96.1488,109.3872,113.79,117.4728,132.3012,135.0612,123.7656,130.2612,116.9028,107.7972,123.7656,110.79,94.3788,113.88,122.9256,127.2684,135.804,149.1324,144.6996,171.8436,149.1324,176.1492,137.124,175.6464,172.2336,189.4248,224.3172,162.828,197.7204,202.7532,220.8744,22.614,8.4756,8.4756,31.0296,74.3448,86.0532,44.328,39.7152,39.6852,53.1036,93.366,111.3972,116.7,132.0612,132.6012,102.9816,177.9036,190.6248,176.9364,152.7924,144.3168,174.6264,180.1992,161.148,151.6524,129.2112,109.3872,30.6396,26.4168,39.0252,66.282,38.3652,129.2112,191.742,139.404,133.1112,113.88,123.1056,151.6524,152.7624,132.8184,109.3872,190.6248,70.8648,62.5092,247.4712,181.2792,197.9304,53.4936,108.9672,180.9264,114.87,255.7512,158.2824,122.6928,137.2212,150.6924,144.8796,180.6792,137.124,122.9256,135.804,149.1324,188.412
173.8492,85.0196,95.495,102.0786,85.9114,111.6922,118.2158,113.784,101.9586,118.5458,131.4594,93.9432,104.2086,94.145,83.6996,93.9432,86.0614,72.1742,85.3196,86.1596,97.775,97.205,90.0814,81.9678,77.746,90.0814,96.58321,105.4386,131.8494,139.273,142.5348,170.7974,139.483,165.6756,173.7292,170.5874,97.6632,100.115,100.115,74.8524,40.418,34.8462,77.4542,82.276,82.246,80.13779,26.7326,25.5026,3.8618,44.8116,29.1244,18.649,86.4078,163.4938,151.6984,142.5648,123.4958,158.642,166.1856,147.0566,142.9248,137.4866,118.2158,112.9904,116.2604,129.5776,118.8322,94.7014,137.4866,95.7514,119.274,102.0268,85.3196,81.45779,142.9248,142.5348,28.2326,118.2158,163.4938,95.525,88.4314,212.1372,155.4102,169.5374,71.7924,99.1468,88.7996,125.6694,150.9266,69.3106,21.9708,32.0044,58.077,108.8504,127.4476,105.4386,86.1596,97.205,90.0814,73.5842
173.8492,85.0196,95.495,102.0786,85.9114,111.6922,118.2158,113.784,101.9586,118.5458,131.4594,93.9432,104.2086,94.145,83.6996,93.9432,86.0614,72.1742,85.3196,86.1596,97.775,97.205,90.0814,81.9678,77.746,90.0814,96.58321,105.4386,131.8494,139.273,142.5348,170.7974,139.483,165.6756,173.7292,170.5874,97.6632,100.115,100.115,74.8524,40.418,34.8462,77.4542,82.276,82.246,80.13779,26.7326,25.5026,3.8618,44.8116,29.1244,18.649,86.4078,163.4938,151.6984,142.5648,123.4958,158.642,166.1856,147.0566,142.9248,137.4866,118.2158,112.9904,116.2604,129.5776,118.8322,94.7014,137.4866,95.7514,119.274,102.0268,85.3196,81.45779,142.9248,142.5348,28.2326,118.2158,163.4938,95.525,88.4314,212.1372,155.4102,169.5374,71.7924,99.1468,88.7996,125.6694,150.9266,69.3106,21.9708,32.0044,58.077,108.8504,127.4476,105.4386,86.1596,97.205,90.0814,73.5842
