Site_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Site_10,Site_11,Site_12,Site_13,Site_14,Site_15,Site_16,Site_17,Site_18,Site_19,Site_20,Site_21,Site_22,Site_23,Site_24,Site_25,Site_26,Site_27,Site_28,Site_29,Site_30,Site_31,Site_32,Site_33,Site_34,Site_35,Site_36,Site_37,Site_38,Site_39,Site_40,Site_41,Site_42,Site_43,Site_44,Site_45,Site_46,Site_47,Site_48,Site_49,Site_50,Site_51,Site_52,Site_53,Site_54,Site_55,Site_56,Site_57,Site_58,Site_59,Site_60,Site_61,Site_62,Site_63,Site_64,Site_65,Site_66,Site_67,Site_68,Site_69,Site_70,Site_71,Site_72,Site_73,Site_74,Site_75,Site_76,Site_77,Site_78,Site_79,Site_80,Site_81,Site_82,Site_83,Site_84,Site_85,Site_86,Site_87,Site_88,Site_89,Site_90,Site_91,Site_92,Site_93,Site_94,Site_95,Site_96,Site_97,Site_98,Site_99,Site_100
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
99.05254,31.0026,33.23734,27.11787,14.92367,37.96207,43.57153,39.5968,29.1426,39.7768,59.54573,28.28787,30.1926,20.0984,13.16893,28.28787,15.07367,0,18.43367,27.44787,28.55787,37.06207,44.98153,41.6368,55.28574,44.98153,67.61467,38.38207,63.7152,63.5352,76.37414,102.952,66.6552,86.73833,96.7878,102.742,80.09414,64.1052,64.1052,48.56627,58.09047,66.14467,40.2868,38.11207,38.14207,28.88787,62.76994,40.3768,66.08467,94.82253,87.20307,56.53047,86.97833,90.06834,77.4994,69.27994,52.49627,85.67361,90.15834,75.4594,71.78467,60.09993,43.57153,71.2894,72.41467,83.9036,36.91207,46.06153,60.09993,97.55254,50.87627,33.3126,18.43367,27.62787,71.78467,69.24993,76.79414,43.57153,90.06834,32.75734,26.09787,130.6251,82.89886,95.19781,83.6636,26.78787,60.7752,47.96627,139.6841,73.2994,66.29467,69.3994,109.1015,41.8168,69.80466,38.38207,27.44787,37.06207,44.98153,95.81253
42.42774,62.77032,49.38226,41.08871,51.32677,28.90064,22.73161,27.01064,29.15968,18.44161,11.55806,19.55161,16.4971,22.18613,27.93516,19.55161,30.69516,40.42871,24.61613,32.99968,24.58613,31.31968,34.31419,37.06871,42.84774,34.31419,41.43774,23.47613,23.44613,23.26613,33.74419,50.39129,15.93258,38.68322,42.30774,50.18129,100.0245,86.39645,86.39645,80.97742,81.74645,88.03,71.47839,69.89387,69.92387,67.97935,83.69096,66.98386,89.70999,111.9861,107.2871,81.92645,69.22839,35.21419,26.56064,17.9671,5.689032,31.40968,36.85871,22.96613,19.88161,26.32064,22.73161,85.91096,89.18097,96.75451,53.72677,68.81935,26.32064,59.46484,2.514516,14.55258,24.61613,33.71968,19.88161,17.9371,85.87548,22.73161,35.21419,58.96581,60.31032,70.2429,29.22516,39.16322,103.1881,30.14968,45.60226,18.5071,89.55451,58.98484,80.36645,80.33645,123.9042,20.12161,28.35516,23.47613,32.99968,31.31968,34.31419,81.56097
42.42774,62.77032,49.38226,41.08871,51.32677,28.90064,22.73161,27.01064,29.15968,18.44161,11.55806,19.55161,16.4971,22.18613,27.93516,19.55161,30.69516,40.42871,24.61613,32.99968,24.58613,31.31968,34.31419,37.06871,42.84774,34.31419,41.43774,23.47613,23.44613,23.26613,33.74419,50.39129,15.93258,38.68322,42.30774,50.18129,100.0245,86.39645,86.39645,80.97742,81.74645,88.03,71.47839,69.89387,69.92387,67.97935,83.69096,66.98386,89.70999,111.9861,107.2871,81.92645,69.22839,35.21419,26.56064,17.9671,5.689032,31.40968,36.85871,22.96613,19.88161,26.32064,22.73161,85.91096,89.18097,96.75451,53.72677,68.81935,26.32064,59.46484,2.514516,14.55258,24.61613,33.71968,19.88161,17.9371,85.87548,22.73161,35.21419,58.96581,60.31032,70.2429,29.22516,39.16322,103.1881,30.14968,45.60226,18.5071,89.55451,58.98484,80.36645,80.33645,123.9042,20.12161,28.35516,23.47613,32.99968,31.31968,34.31419,81.56097
42.42774,62.77032,49.38226,41.08871,51.32677,28.90064,22.73161,27.01064,29.15968,18.44161,11.55806,19.55161,16.4971,22.18613,27.93516,19.55161,30.69516,40.42871,24.61613,32.99968,24.58613,31.31968,34.31419,37.06871,42.84774,34.31419,41.43774,23.47613,23.44613,23.26613,33.74419,50.39129,15.93258,38.68322,42.30774,50.18129,100.0245,86.39645,86.39645,80.97742,81.74645,88.03,71.47839,69.89387,69.92387,67.97935,83.69096,66.98386,89.70999,111.9861,107.2871,81.92645,69.22839,35.21419,26.56064,17.9671,5.689032,31.40968,36.85871,22.96613,19.88161,26.32064,22.73161,85.91096,89.18097,96.75451,53.72677,68.81935,26.32064,59.46484,2.514516,14.55258,24.61613,33.71968,19.88161,17.9371,85.87548,22.73161,35.21419,58.96581,60.31032,70.2429,29.22516,39.16322,103.1881,30.14968,45.60226,18.5071,89.55451,58.98484,80.36645,80.33645,123.9042,20.12161,28.35516,23.47613,32.99968,31.31968,34.31419,81.56097
42.42774,62.77032,49.38226,41.08871,51.32677,28.90064,22.73161,27.01064,29.15968,18.44161,11.55806,19.55161,16.4971,22.18613,27.93516,19.55161,30.69516,40.42871,24.61613,32.99968,24.58613,31.31968,34.31419,37.06871,42.84774,34.31419,41.43774,23.47613,23.44613,23.26613,33.74419,50.39129,15.93258,38.68322,42.30774,50.18129,100.0245,86.39645,86.39645,80.97742,81.74645,88.03,71.47839,69.89387,69.92387,67.97935,83.69096,66.98386,89.70999,111.9861,107.2871,81.92645,69.22839,35.21419,26.56064,17.9671,5.689032,31.40968,36.85871,22.96613,19.88161,26.32064,22.73161,85.91096,89.18097,96.75451,53.72677,68.81935,26.32064,59.46484,2.514516,14.55258,24.61613,33.71968,19.88161,17.9371,85.87548,22.73161,35.21419,58.96581,60.31032,70.2429,29.22516,39.16322,103.1881,30.14968,45.60226,18.5071,89.55451,58.98484,80.36645,80.33645,123.9042,20.12161,28.35516,23.47613,32.99968,31.31968,34.31419,81.56097
42.42774,62.77032,49.38226,41.08871,51.32677,28.90064,22.73161,27.01064,29.15968,18.44161,11.55806,19.55161,16.4971,22.18613,27.93516,19.55161,30.69516,40.42871,24.61613,32.99968,24.58613,31.31968,34.31419,37.06871,42.84774,34.31419,41.43774,23.47613,23.44613,23.26613,33.74419,50.39129,15.93258,38.68322,42.30774,50.18129,100.0245,86.39645,86.39645,80.97742,81.74645,88.03,71.47839,69.89387,69.92387,67.97935,83.69096,66.98386,89.70999,111.9861,107.2871,81.92645,69.22839,35.21419,26.56064,17.9671,5.689032,31.40968,36.85871,22.96613,19.88161,26.32064,22.73161,85.91096,89.18097,96.75451,53.72677,68.81935,26.32064,59.46484,2.514516,14.55258,24.61613,33.71968,19.88161,17.9371,85.87548,22.73161,35.21419,58.96581,60.31032,70.2429,29.22516,39.16322,103.1881,30.14968,45.60226,18.5071,89.55451,58.98484,80.36645,80.33645,123.9042,20.12161,28.35516,23.47613,32.99968,31.31968,34.31419,81.56097
42.42774,62.77032,49.38226,41.08871,51.32677,28.90064,22.73161,27.01064,29.15968,18.44161,11.55806,19.55161,16.4971,22.18613,27.93516,19.55161,30.69516,40.42871,24.61613,32.99968,24.58613,31.31968,34.31419,37.06871,42.84774,34.31419,41.43774,23.47613,23.44613,23.26613,33.74419,50.39129,15.93258,38.68322,42.30774,50.18129,100.0245,86.39645,86.39645,80.97742,81.74645,88.03,71.47839,69.89387,69.92387,67.97935,83.69096,66.98386,89.70999,111.9861,107.2871,81.92645,69.22839,35.21419,26.56064,17.9671,5.689032,31.40968,36.85871,22.96613,19.88161,26.32064,22.73161,85.91096,89.18097,96.75451,53.72677,68.81935,26.32064,59.46484,2.514516,14.55258,24.61613,33.71968,19.88161,17.9371,85.87548,22.73161,35.21419,58.96581,60.31032,70.2429,29.22516,39.16322,103.1881,30.14968,45.60226,18.5071,89.55451,58.98484,80.36645,80.33645,123.9042,20.12161,28.35516,23.47613,32.99968,31.31968,34.31419,81.56097
