choice
29
88
88
99
99
99
99
99
99
99
25
99
25
15
25
19
99
25
25
29
29
29
46
17
17
64
64
64
64
64
64
37
64
64
37
64
64
64
64
64
64
64
37
64
29
19
42
44
44
22
22
22
22
22
22
22
60
60
60
60
60
60
60
60
54
71
71
29
29
59
58
58
58
58
58
59
58
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
9
8
8
88
69
32
32
32
32
32
32
32
32
32
32
83
84
83
12
28
12
12
28
28
12
12
28
12
28
28
28
28
22
22
22
22
22
22
22
22
22
22
22
22
22
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
29
61
61
9
9
10
53
53
53
53
43
43
43
43
43
43
43
43
43
33
33
33
33
33
33
33
33
33
33
33
33
33
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
77
91
92
91
68
41
41
47
89
89
89
89
89
89
89
89
89
89
89
40
40
40
40
40
40
15
14
68
92
92
92
92
92
88
63
62
88
71
88
33
62
62
62
29
14
14
14
27
74
97
97
97
64
64
90
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
13
13
13
13
1
87
1
59
12
16
16
16
16
16
19
68
68
68
68
37
44
94
85
85
85
42
42
42
42
53
90
90
90
90
90
90
90
90
90
90
19
22
61
61
61
61
61
61
61
61
61
61
61
72
72
72
72
72
72
14
14
14
14
62
14
14
22
22
22
22
22
18
15
15
15
15
14
14
14
98
12
12
98
98
29
12
82
82
35
82
35
35
35
82
35
19
19
19
19
19
19
19
19
79
79
79
79
79
46
61
75
11
11
61
19
61
61
61
61
61
25
25
25
25
71
29
61
61
30
29
85
85
85
85
85
85
85
85
52
52
49
60
11
11
76
76
76
11
76
11
76
58
36
29
29
55
55
29
59
59
59
59
59
59
59
88
78
7
78
7
78
7
9
6
9
9
9
9
61
61
75
61
61
61
61
56
61
6
24
22
24
24
22
24
24
22
24
24
24
24
24
24
22
24
24
24
24
24
24
24
22
19
21
21
99
84
84
84
84
84
84
84
84
84
84
84
84
84
84
84
84
84
84
84
84
84
84
84
84
20
20
20
74
20
20
20
90
90
90
90
90
90
90
90
14
14
14
29
100
100
100
100
100
100
100
100
100
100
100
34
79
83
84
83
83
83
83
31
31
31
31
31
42
42
42
29
56
1
61
56
56
62
62
62
62
63
20
20
19
35
35
40
40
40
40
40
40
40
40
42
41
29
29
30
30
18
18
18
18
18
18
18
18
18
18
18
18
15
18
18
18
18
18
18
18
18
18
18
18
18
18
18
58
58
58
58
58
58
58
58
78
37
18
81
81
81
18
18
98
71
43
43
94
94
94
94
94
94
94
94
94
94
94
94
94
94
94
94
94
60
60
60
60
56
56
56
22
13
55
55
29
41
41
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
62
1
62
1
88
62
62
63
62
58
8
62
62
62
19
73
92
92
91
92
91
92
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
91
78
78
14
14
86
42
91
91
91
91
91
91
91
91
49
91
91
92
91
91
91
91
91
91
91
77
49
49
91
91
18
18
81
2
18
18
17
18
18
18
18
18
18
22
35
35
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
28
96
96
96
96
96
96
96
28
96
96
28
72
28
28
96
66
71
71
57
30
30
71
30
30
38
38
38
38
38
38
38
38
38
38
38
38
38
40
40
40
40
18
41
40
68
37
41
12
16
40
71
29
49
49
49
39
39
19
12
48
48
48
48
48
48
48
48
48
26
26
26
26
26
62
62
62
62
62
62
62
62
60
62
62
62
1
29
29
29
29
33
15
15
14
14
61
61
61
61
61
61
61
61
9
9
9
7
7
7
7
7
9
67
67
67
67
67
67
86
86
86
86
86
86
86
86
80
80
80
80
80
80
80
80
80
80
80
80
80
80
80
81
81
81
81
92
81
81
81
81
81
80
80
80
80
80
80
80
80
80
80
80
81
80
80
39
39
39
39
16
29
23
33
69
69
69
69
69
69
88
69
69
69
88
69
88
57
57
57
57
57
56
56
1
61
61
61
61
61
61
61
61
61
57
58
58
61
61
61
86
86
86
86
1
1
1
1
2
2
2
2
15
19
1
55
11
11
11
11
9
9
9
9
33
29
29
30
30
30
30
30
36
33
33
33
33
33
30
19
22
20
67
67
67
63
67
39
37
68
68
40
40
66
66
66
66
66
66
66
66
5
5
5
58
58
61
61
61
61
61
61
61
61
61
5
5
72
72
87
87
87
87
87
87
87
87
67
3
3
3
3
3
3
3
3
3
3
3
52
52
71
63
62
62
62
58
8
63
62
39
39
39
39
39
46
42
46
46
46
2
46
46
46
2
46
46
46
46
46
46
46
42
46
46
46
46
46
46
46
46
46
46
46
78
78
62
62
57
90
20
97
20
97
20
97
97
97
97
20
97
20
82
79
75
60
84
11
56
75
75
79
1
1
61
1
6
7
7
6
29
61
59
61
61
1
8
8
52
52
52
52
52
52
52
52
52
52
52
29
36
29
71
71
4
15
15
4
15
4
10
10
10
10
10
5
5
5
5
5
5
5
5
5
5
5
5
15
15
15
15
15
15
4
15
15
5
15
4
4
10
10
10
10
10
5
5
5
5
5
5
5
5
5
16
16
16
45
45
45
45
45
45
45
45
45
45
45
45
45
34
34
34
34
34
34
34
34
34
34
62
28
62
16
73
19
84
84
79
82
84
68
37
68
4
4
61
61
14
61
61
61
61
75
71
33
36
40
40
40
13
13
51
40
16
12
71
16
61
12
1
6
6
12
42
23
23
23
23
23
23
23
60
54
61
60
57
57
60
61
57
57
73
98
73
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
63
63
19
62
19
19
19
19
19
62
36
68
37
72
74
74
74
74
74
74
74
74
19
19
19
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
66
46
46
62
62
62
62
56
56
56
55
55
18
23
23
23
23
23
68
64
68
68
68
68
68
68
68
68
68
68
34
29
35
62
62
69
62
62
29
62
16
16
75
75
60
16
26
16
26
26
26
26
16
26
26
26
16
62
26
16
16
33
83
83
40
40
68
68
68
16
16
16
16
13
13
13
13
16
13
13
16
13
13
13
13
22
98
22
39
39
39
39
49
49
49
49
90
11
19
19
11
16
16
16
16
16
41
42
71
71
71
71
71
71
71
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
40
40
40
40
42
40
40
44
40
42
40
40
42
3
3
3
3
3
3
3
3
3
3
12
12
19
12
19
12
67
67
67
45
45
45
45
45
45
45
58
29
71
47
51
50
51
47
50
50
50
51
51
50
50
50
47
51
49
51
49
50
51
49
51
50
50
50
50
50
50
30
16
16
61
16
16
16
16
16
16
19
19
16
16
61
16
61
16
61
61
16
16
16
12
43
11
1
1
61
54
79
54
79
79
79
79
79
84
54
54
22
22
22
22
98
98
22
22
22
22
21
91
49
16
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
40
31
31
31
31
31
31
31
31
31
31
31
31
98
98
68
68
68
18
15
15
17
20
95
95
95
95
95
95
95
95
29
29
95
95
95
95
95
95
95
30
67
44
44
44
85
85
85
58
19
23
19
12
20
16
11
11
11
55
55
55
76
76
75
60
61
61
61
61
61
75
15
15
15
63
61
69
56
62
69
75
76
15
15
15
15
15
1
75
75
75
58
1
1
33
75
11
33
33
61
61
15
9
9
9
9
56
9
56
61
61
61
61
61
61
61
61
61
61
61
61
61
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
36
19
73
70
70
70
70
70
70
70
70
70
53
82
82
3
3
3
3
3
3
3
3
3
3
3
76
11
61
61
61
61
61
76
76
11
41
47
47
47
47
47
47
41
41
47
63
62
63
63
62
62
63
63
62
62
63
63
63
60
62
18
53
54
54
65
65
65
65
65
64
11
11
11
11
13
13
72
13
13
13
71
71
29
82
29
71
71
55
79
79
55
55
55
55
55
55
55
79
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
35
35
35
35
35
35
35
35
35
35
35
35
35
35
35
35
35
35
35
35
35
53
53
98
79
73
73
73
73
73
73
73
19
16
16
16
16
16
16
22
16
22
22
22
22
21
21
16
1
59
19
19
16
16
13
19
16
11
8
8
8
8
8
8
8
8
11
67
67
100
68
68
68
68
65
65
65
65
65
64
65
65
65
29
13
23
58
58
54
33
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
78
1
1
2
2
78
21
22
22
21
21
22
14
14
14
14
14
14
14
14
14
14
14
15
96
13
16
16
60
61
61
1
29
29
22
14
29
61
16
1
61
21
21
21
22
21
19
11
11
11
11
26
27
27
27
27
27
27
27
27
27
42
42
41
93
93
93
93
93
93
93
93
93
93
93
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
1
58
1
1
58
16
16
16
16
16
62
16
62
62
16
16
62
87
62
62
62
16
62
44
44
44
44
30
55
55
79
79
66
66
68
42
42
42
42
66
66
68
68
41
13
13
13
13
79
79
79
79
79
79
79
79
60
60
60
60
60
60
56
56
56
56
60
60
60
60
60
56
56
1
15
37
37
37
37
29
33
33
33
29
33
33
33
33
18
18
18
18
18
17
18
18
18
18
18
18
18
18
17
17
18
17
18
18
17
17
18
18
17
17
57
57
69
15
15
63
69
6
63
63
63
6
6
15
15
63
63
69
63
63
1
1
58
